date,cust_email,cust_location,product_id,product_quantity
2022-01-06,dee@outlook.com,88455,K23XZRH4SBGB,1
2022-01-06,dee@outlook.com,88455,O99549OCRQI4,1
2022-01-06,shea@hotmail.com,31560,0ILT15ZKF414,1
2022-01-06,snuit@hotmail.com,14705,O19RF2XMJE4R,1
2022-01-06,broa@aol.com,98101,4AZ8UKKEYXE2,4
2022-01-06,sweo@yahoo.com,90830,WY0V46ANZRTX,2
2022-01-06,sweo@yahoo.com,90830,FH9J6EHM4RWG,1
2022-01-06,sweo@yahoo.com,90830,FC4Q7ZTBIKT9,1
2022-01-06,strao@hotmail.com,95000,U2H4UCJ29WCQ,1
2022-01-06,strao@hotmail.com,95000,3H8CD1UVKGXW,1
2022-01-06,nich@hotmail.com,54849,CMBIRK9DVXIC,1
2022-01-06,nich@hotmail.com,54849,ZSKDSJDY78WH,1
2022-01-06,nich@hotmail.com,54849,8H0BQC0YUMT3,1
2022-01-06,nich@hotmail.com,54849,Z7H8QVMQ5UX0,1
2022-01-06,nie@gmail.com,96376,80CFSEBFWCLN,2
2022-01-06,stryn@yahoo.com,44089,WRLSMR00JJNR,4
2022-01-07,pe@msn.com,44089,FIYUJW1P5514,2
2022-01-07,pe@msn.com,44089,6Q8YA8VTUKYC,1
2022-01-07,tree@aol.com,62220,D3CBS0LVNFBB,2
2022-01-07,leek@inbox.com,72406,O0L13HX93VI0,1
2022-01-07,bruont@gmail.com,34489,9L2AJ2TO6PZJ,1
2022-01-07,bruont@gmail.com,34489,L2TXL65Q8277,1
2022-01-07,bruont@gmail.com,34489,R88QQ1WMAGZD,1
2022-01-07,muoct@gmail.com,76376,89KPCEB4D506,2
2022-01-07,ploi@gmail.com,66337,CZN3DV3SA2N1,2
2022-01-07,ploi@gmail.com,66337,9BXWKSH68JQY,2
2022-01-07,ploi@gmail.com,66337,K7D8QY63BL5Y,1
2022-01-07,lio@hotmail.com,73701,JLH5BVMOXOEA,1
2022-01-07,lio@hotmail.com,73701,0GE14BUUTKM7,1
2022-01-07,lio@hotmail.com,73701,1FOS8ZHQZVZC,1
2022-01-07,ru@live.com,55886,TCG8KV8JQ6GH,1
2022-01-07,ru@live.com,55886,JS73W4I05TXR,2
2022-01-07,ru@live.com,55886,B7P2B6QI5HSG,1
2022-01-07,wu@hotmail.com,99189,X8J2PTOERYAY,4
2022-01-07,wu@hotmail.com,99189,AXD2R70NH62I,1
2022-01-07,wu@hotmail.com,99189,8J8UZOUGN82I,2
2022-01-07,fleu@inbox.com,23246,AUEICJQ98Z2A,1
2022-01-07,fleu@inbox.com,23246,H20UME6PQCN3,1
2022-01-07,stroi@yahoo.com,63915,QEQYWZ2PUF8O,3
2022-01-07,stroi@yahoo.com,63915,B3AN5BDYROT1,3
2022-01-07,creuv@yahoo.com,90762,MZC19MGIXYIP,3
2022-01-07,creuv@yahoo.com,90762,ZN8TJ1T5F19Q,1
2022-01-08,bluon@aol.com,02327,UI3561JK3F9E,1
2022-01-08,blint@yahoo.com,88890,9ODNY0PBMUAR,2
2022-01-08,struiy@msn.com,39250,LDKA4I826L57,3
2022-01-08,struiy@msn.com,39250,LOWZOFCRCMR3,2
2022-01-08,cri@yahoo.com,88039,CR2RQGH3PQC9,1
2022-01-08,wuat@msn.com,06251,BWICBIAB9XKT,3
2022-01-08,shoz@yahoo.com,66098,LNNYS4K8PJVH,2
2022-01-08,shoz@yahoo.com,66098,L1UUI6QUSX53,2
2022-01-08,gloch@aol.com,42158,N0TS9NTCLCKG,1
2022-01-08,muef@hotmail.com,32003,NSE1DQIPAFX9,1
2022-01-08,muef@hotmail.com,32003,OUCI6FTIZNYO,1
2022-01-08,muef@hotmail.com,32003,8C17LXK27PU2,3
2022-01-08,criush@live.com,44258,YST8GTGJGBZS,2
2022-01-08,criush@live.com,44258,PWHU0JM6FN88,2
2022-01-08,sme@gmail.com,70889,9RSQ64U3RWUT,2
2022-01-08,sme@gmail.com,70889,ZXNR26FY9WPS,2
2022-01-08,sme@gmail.com,70889,QNOR43TMAXRU,2
2022-01-08,sme@gmail.com,70889,D3A2I9134SJQ,1
2022-01-08,deept@hotmail.com,85925,WJGXC50E7KCI,1
2022-01-08,toesp@gmail.com,44656,8TXXO46Q2KZA,2
2022-01-08,staing@yahoo.com,33477,PC6DZ4F30G2U,5
2022-01-08,staing@yahoo.com,33477,261HEP36X7N2,2
2022-01-08,daa@gmail.com,46007,ZUEZ3160L5N6,1
2022-01-08,chiu@live.com,73701,UBY39DG3KU81,1
2022-01-08,snash@msn.com,55886,2365RIB9FWED,1
2022-01-08,snash@msn.com,55886,RZEH1GEUX7X3,1
2022-01-08,snash@msn.com,55886,BTWK3KIWRT66,2
2022-01-08,snash@msn.com,55886,PWAF627Y4FBV,1
2022-01-09,fruaft@inbox.com,29118,4IBE1AMFQR8F,2
2022-01-09,fruaft@inbox.com,29118,6MQEF82ZPQ4K,1
2022-01-09,smeu@icloud.com,86744,S8CC6080JMJ9,1
2022-01-09,flaub@hotmail.com,55886,VSSOE8LW7FSX,1
2022-01-09,flaub@hotmail.com,55886,Y8FTVLGBJLR1,1
2022-01-09,flaub@hotmail.com,55886,EHHXMH7ASKKZ,1
2022-01-09,lue@inbox.com,67181,UQCGHKYBN7YT,1
2022-01-09,gleont@msn.com,32002,WJER680VAIP6,2
2022-01-09,glust@gmail.com,54929,HNUSO2XVGU2Q,4
2022-01-09,glust@gmail.com,54929,405JLMB9VHMI,1
2022-01-09,rai@aol.com,22736,JG7X6VZ0WP91,1
2022-01-09,yao@gmail.com,24970,MOEL5AZLPU7M,2
2022-01-09,yao@gmail.com,24970,RASTHPJE7IQQ,2
2022-01-09,yao@gmail.com,24970,DYBHAYOC5YUE,1
2022-01-09,lonk@icloud.com,32952,9TGDOP0EU9S5,2
2022-01-09,beit@live.com,18360,L3YA1HIRTJQS,1
2022-01-09,beit@live.com,18360,FY6SP27XODV8,1
2022-01-09,loi@gmail.com,76248,CBXCR3PTOKZI,2
2022-01-09,vir@gmail.com,97752,2PHZKG3HNGHX,3
2022-01-09,vir@gmail.com,97752,2AWWL85UH0H2,1
2022-01-09,chue@aol.com,43129,SYIF1FCVHJY0,1
2022-01-09,chue@aol.com,43129,0MDCK7VD8157,2
2022-01-09,chue@aol.com,43129,L6KDHZYUHDU4,2
2022-01-09,grif@gmail.com,28882,WSE3VIDEK3N8,2
2022-01-09,grif@gmail.com,28882,A17TJOYALDEO,1
2022-01-09,swaw@outlook.com,45540,U5KZEM9VD0GB,1
2022-01-09,swaw@outlook.com,45540,QHLXPXHHSHJ8,1
2022-01-09,shaod@msn.com,48467,V5YXON6M0PEP,2
2022-01-10,pru@icloud.com,66466,2WE4VO4Z825R,3
2022-01-10,pru@icloud.com,66466,8KVAWT7W7RWV,1
2022-01-10,pru@icloud.com,66466,GJ2KR94WI59U,1
2022-01-10,bing@gmail.com,03580,GRJA1BGQZOIG,2
2022-01-10,bing@gmail.com,03580,W2W1V6ZWBRS8,2
2022-01-10,bing@gmail.com,03580,ELSHV36N44KL,1
2022-01-10,fry@outlook.com,40859,QYYU5Q0LSZNG,2
2022-01-10,flab@outlook.com,54540,M6D5NKPL3N2O,2
2022-01-10,snu@yahoo.com,93321,EXL403154OA3,1
2022-01-10,snu@yahoo.com,93321,NVDL55DYO18V,1
2022-01-10,snu@yahoo.com,93321,HQVCTHZ0BT1T,1
2022-01-10,ji@outlook.com,95000,PNJ4PP9ASQW1,4
2022-01-10,dua@inbox.com,52972,9ZRYRMOPQSU4,4
2022-01-10,clusk@aol.com,29331,1DSY59QLZMPV,2
2022-01-10,fyt@live.com,43058,IE0YYRCM7S1C,2
2022-01-10,vaav@gmail.com,69342,M8ITVD08S80P,2
2022-01-10,vaav@gmail.com,69342,DF8APLJAWTFR,4
2022-01-10,vaav@gmail.com,69342,2WVQICSKDW3I,1
2022-01-10,laend@hotmail.com,01081,Z5BE2VS19UOI,1
2022-01-10,laend@hotmail.com,01081,U5ZU7PO43MSD,2
2022-01-10,laend@hotmail.com,01081,KDOPJ7SJC3FT,3
2022-01-10,sim@inbox.com,26861,SCCAWZYCSMPV,1
2022-01-10,sim@inbox.com,26861,8BRP7EQ7IO7D,2
2022-01-10,sim@inbox.com,26861,LHTA97YILE98,2
2022-01-10,sim@inbox.com,26861,26JMI2NTQAO3,1
2022-01-10,yaep@hotmail.com,74777,73M8SR7FPUN3,1
2022-01-10,spoo@live.com,32002,39MXX8F1OEKM,1
2022-01-10,spoo@live.com,32002,WKDVNS68TSY6,2
2022-01-10,spoo@live.com,32002,CK8GU9KP8WOG,1
2022-01-10,spoo@live.com,32002,ST6RU4D9UV09,1
2022-01-10,crut@gmail.com,21950,IX54XKKOKC5P,3
2022-01-10,floi@hotmail.com,13512,5XCW834A59S3,3
2022-01-10,neh@yahoo.com,50978,7KPD815XDSQP,1
2022-01-10,neh@yahoo.com,50978,DLDVHPKC8SJR,2
2022-01-10,neh@yahoo.com,50978,EI7X7BL7M4B7,1
2022-01-10,neh@yahoo.com,50978,RLPMYGFS4S42,2
2022-01-11,swian@yahoo.com,73691,P9RDGJ0X9LJ1,2
2022-01-11,froush@icloud.com,94514,OUW6GKHIW5EK,3
2022-01-11,froush@icloud.com,94514,GDCKQ10LFNZ4,3
2022-01-11,swaoz@outlook.com,76323,TMTFVJRAYMY2,2
2022-01-11,swaoz@outlook.com,76323,5LWN2BOHAW99,1
2022-01-11,swaoz@outlook.com,76323,VBIRAKIRKVLL,1
2022-01-11,bu@inbox.com,20734,XG9EBQCTGUAX,2
2022-01-11,stent@gmail.com,53919,CZVDAQA2IK6C,2
2022-01-11,stent@gmail.com,53919,IJKMB15MTCVG,1
2022-01-11,yyr@hotmail.com,24904,AV3DC4FJL2AW,2
2022-01-11,snig@yahoo.com,16426,0WJG747UC2TM,2
2022-01-11,niuct@inbox.com,82106,O091UO5N56W7,1
2022-01-11,niuct@inbox.com,82106,77Z5QHN1OJKH,3
2022-01-11,clunt@yahoo.com,62031,YDFKIQVQBCA4,1
2022-01-11,clunt@yahoo.com,62031,81H2CCRAY3ZE,1
2022-01-11,clunt@yahoo.com,62031,2HY4EWN9KXAD,1
2022-01-11,clunt@yahoo.com,62031,RCNNCYH9EQRU,1
2022-01-11,clunt@yahoo.com,62031,10VPHKG06XKY,2
2022-01-11,froe@outlook.com,15410,EBB6539ZUY6G,5
2022-01-11,neet@yahoo.com,89651,DD84RHL2JINQ,1
2022-01-11,snend@icloud.com,40825,VYHGZ4EROCIJ,3
2022-01-11,snend@icloud.com,40825,DDO89P5GGZVF,1
2022-01-11,brev@live.com,59417,SOCORE4A6Y0B,1
2022-01-12,sou@gmail.com,83352,10K5WUN2HN2S,1
2022-01-12,sou@gmail.com,83352,A59RSP4T6AIH,1
2022-01-12,suang@mail.com,89877,8GSSRF3QVX76,2
2022-01-12,suang@mail.com,89877,ZXL49UYP9SLU,3
2022-01-12,criand@aol.com,80221,95ALI7VUXN80,1
2022-01-12,brist@live.com,18566,GRJ4SVW8JECA,3
2022-01-12,swio@aol.com,59417,HQJ0M3DPDOL9,1
2022-01-12,swio@aol.com,59417,9M6D4MPEPX9K,1
2022-01-12,swio@aol.com,59417,FONM5ESFLYFP,1
2022-01-12,swio@aol.com,59417,RH4P092V4JLH,2
2022-01-12,ploi@gmail.com,66337,K49TZ7D2WB0U,1
2022-01-12,shiupt@yahoo.com,74777,V48C99UODP0U,3
2022-01-12,shiupt@yahoo.com,74777,HVTXIPD4HZHB,2
2022-01-12,shiupt@yahoo.com,74777,QCU2UQK48EQQ,3
2022-01-12,clysp@hotmail.com,97697,HEKFE6QGLCUJ,1
2022-01-12,pu@hotmail.com,97049,8J92XTOE0OBP,2
2022-01-12,pu@hotmail.com,97049,7IVXSSTNX7VV,1
2022-01-12,soez@icloud.com,51047,VW61IA697TYJ,1
2022-01-12,poiv@inbox.com,24655,3U8BQU7630VX,2
2022-01-12,poiv@inbox.com,24655,ARUQDOVUGSWL,2
2022-01-12,zaupt@outlook.com,38580,MAGBJQ1Y1RY3,2
2022-01-12,zaupt@outlook.com,38580,F0V51OBHG2UQ,1
2022-01-12,zaupt@outlook.com,38580,AVVW5UC3H1Q0,3
2022-01-12,ler@gmail.com,21601,CNB2XFNUNVKO,2
2022-01-12,ler@gmail.com,21601,68QKNCHY6L4W,1
2022-01-12,riuch@yahoo.com,41393,SMAEWBT92Z26,1
2022-01-12,tey@mail.com,80696,KC2B20F4XG07,3
2022-01-12,tree@yahoo.com,53250,ALNE3D60M7KR,1
2022-01-12,smiot@gmail.com,98921,NPUD19D74Q0B,1
2022-01-13,dupt@yahoo.com,23246,DBJBUFH87EL2,1
2022-01-13,smi@msn.com,60539,SBA7AZNRKK12,1
2022-01-13,jee@aol.com,75780,6TR47C7LLVBX,2
2022-01-13,gieg@msn.com,58005,AMPFJ07296XY,1
2022-01-13,gieg@msn.com,58005,MJMYAEYKPPGI,2
2022-01-13,gieg@msn.com,58005,4M6JH26L1OY0,1
2022-01-13,ze@outlook.com,97049,S57ZKQ13FHIR,3
2022-01-13,smul@yahoo.com,62870,I3O83ZXZEXFH,1
2022-01-13,beasp@outlook.com,51154,0F6C40MMP2BL,1
2022-01-13,flae@live.com,10397,T8VPHTHPVGFR,2
2022-01-13,flae@live.com,10397,45MESV3AOWR7,1
2022-01-13,blao@outlook.com,18944,R1FF2ROYE5IB,1
2022-01-13,blao@outlook.com,18944,RZPQI6N48729,1
2022-01-13,risk@live.com,92855,MPGPWWRC1OT6,1
2022-01-13,risk@live.com,92855,7O49R7SGFPWP,3
2022-01-13,skaa@aol.com,81629,MDZVI8KBMS04,2
2022-01-13,gro@outlook.com,44984,NPGK6IIFQ2BH,2
2022-01-13,gro@outlook.com,44984,70TLFC8UU17L,2
2022-01-13,gro@outlook.com,44984,7P9D6AZYB9WV,4
2022-01-13,gro@outlook.com,44984,Q9P6ZIJ8QN4V,1
2022-01-14,doez@live.com,94046,AC3K7AVJQIW3,2
2022-01-14,doez@live.com,94046,MYNF2UCEETJ7,1
2022-01-14,doez@live.com,94046,11AH11WK5YJ4,3
2022-01-14,doez@live.com,94046,IOA09ASY751I,1
2022-01-14,glae@yahoo.com,69120,DLKFLEYJYDRL,2
2022-01-14,friosh@gmail.com,19946,DE71QL8LZO3S,3
2022-01-14,suich@aol.com,72273,URG4JJMVP6L9,1
2022-01-14,smoet@aol.com,01668,9VFSM0D6YL4D,1
2022-01-14,smoet@aol.com,01668,AEEG9WIZ1T7R,1
2022-01-14,la@gmail.com,16294,965ZJLJ1KTUI,1
2022-01-14,ka@yahoo.com,45047,KRCDKSJQD9AZ,2
2022-01-14,ka@yahoo.com,45047,F1WUPJF4QKGF,1
2022-01-14,ka@yahoo.com,45047,8SDPT7NSWYTB,1
2022-01-14,ka@yahoo.com,45047,EQX4UK1N0E2T,1
2022-01-14,ka@yahoo.com,45047,FMWBV1DKJOYS,2
2022-01-14,triol@live.com,48467,3CLNPGCFEZ34,1
2022-01-14,triol@live.com,48467,VKDETBOE6ER0,4
2022-01-14,triol@live.com,48467,ZA1SNJ9VQCA3,3
2022-01-14,triol@live.com,48467,SR6LBQCVC23O,2
2022-01-14,triol@live.com,48467,AK2PG4ZORR93,3
2022-01-14,triol@live.com,48467,GS0B9NY83UQI,4
2022-01-14,frae@gmail.com,65642,OSCVU99YV7P7,1
2022-01-14,frae@gmail.com,65642,N6727863BBJG,1
2022-01-14,husk@inbox.com,66466,596ZJPBTHGRE,2
2022-01-14,husk@inbox.com,66466,1HQM69QQZ8F5,1
